,src,dst,index
1168,terroristcameroun,advise,1
1169,terroristcameroun,michailantonio,1
1170,terroristcameroun,perpetrate,1
1171,attack,people,1
1172,billyb2009,secblinken,1
1173,cameroun,attack,1
1174,secblinken,force,1
1175,agbornkonghof,cameroonian,1
1176,missamarshal,agbornkonghof,1
1177,missamarshal,subdue,3
1178,missamarshal,want,1
1179,subdue,ambazonia,1
1180,subdue,cameroonian,2
1181,want,ambazonia,1
1182,africa,freed,3
1183,freed,colony,1
1184,freed,conscience,2
1185,ambazonia,stop,2
1186,ambazonia,torch,1
1187,stop,force,1
1188,stop,trial,1
1189,torch,force,1
1190,wake,dictator,1
1191,warcrimes,wake,1
1192,hear,freedomfighter,1
1193,onemillionmarchinbrussel,hear,1
1194,beat,u,1
1195,believe,franceanduk,1
1196,believe,t,1
1197,god,beat,1
1198,god,believe,2
1199,france,see,2
1200,see,ambazonia,1
1201,see,selling,1
1202,call,time,2
1203,union,call,2
1204,ambazonia,take,2
1205,take,counterpart,1
1206,take,place,1
1207,ajenglish,t,3
1208,hrw,ajenglish,3
1209,disagree,country,3
1210,fight,disagree,3
1211,maintain,world,1
1212,nato,maintain,1
1213,nato,s,1
1214,s,world,1
1215,abt,advantage,1
1216,abt,ambazonia,1
1217,cause,advantage,1
1218,guess,ambazonia,1
1219,un,abt,2
1220,un,cause,1
1221,un,guess,1
1222,appreciate,resource,1
1223,appreciate,snwot4,1
1224,create,endgenocideinsoutherncameroon,1
1225,judithnwana,appreciate,2
1226,judithnwana,create,1
1227,antonioguterre,law,1
1228,uninwashington,antonioguterre,1
1229,uninwashington,uphold,1
1230,uphold,law,1
1231,celebrate,let,1
1232,chrisguilhou,celebrate,1
1233,chrisguilhou,see,2
1234,see,let,2
1235,ask,biyaregime,1
1236,charleebune6,ask,1
1237,accept,change,1
1238,come,change,1
1239,fail,truth,1
1240,stemgirll,accept,1
1241,stemgirll,come,1
1242,stemgirll,fail,1
1243,ambazonia,masquerade,2
1244,ambazonia,mix,2
1245,masquerade,cost,1
1246,masquerade,democracy,1
1247,mix,cost,1
1248,mix,democracy,1
1249,france,let,1
1250,france,mount,1
1251,france,welcome,1
1252,let,cameroon,1
1253,mount,cameroon,1
1254,welcome,cameroon,1
1255,hypocricy,ignore,1
1256,ignore,cameroon,1
1257,biafrans,gather,1
1258,choayaba,t,1
1259,freebiafra,choayaba,1
1260,gather,t,1
1261,bless,biafra,1
1262,bless,job,1
1263,bless,luck,1
1264,god,bless,1
1265,justice,bless,2
1266,liyangchina,remain,1
1267,liyangchina,snacksandsmoke,1
1268,remain,conflict,1
1269,snacksandsmoke,conflict,1
1270,paulkagame,stopgenocideinsoutherncameroon,1
1271,send,unhumanright,1
1272,un,paulkagame,1
1273,un,send,1
1274,ambazonia,leave,1
1275,dreamer,keep,3
1276,dreamer,leave,1
1277,keep,lady,3
1278,leave,lady,2
1279,arrest,ambazoniadefenceforce,1
1280,mundi,arrest,1
1281,mundi,un,1
1282,un,genocide,1
1283,beat,courage,1
1284,david,beat,1
1285,david,win,4
1286,learn,bravery,1
1287,ukraine,learn,1
1288,ukraine,win,1
1289,win,bravery,1
1290,win,courage,4
1291,chase,ambazonian,2
1292,free,ambazonian,1
1293,kumba,raze,1
1294,mamfe,chase,2
1295,mamfe,free,1
1296,mamfe,raze,1
1297,raze,ambazonian,2
1298,paulbiya,say,1
1299,say,agbornkonghof,1
1300,say,ambazonia,1
1301,tiborpnagyjr,say,1
1302,cameroun,destroy,1
1303,destroy,babiesfriedinhotboilingoillikechicken,1
1304,bless,ambazonia,2
1305,bless,sellout,1
1306,bless,t,1
1307,freeambazonia,bless,3
1308,god,bless,1
1309,france,sponsor,3
1310,sponsor,ambazonia,1
1311,sponsor,conflict,2
1312,administrators,leave,1
1313,administrators,let,1
1314,fraucameroun,leave,1
1315,leave,ambazonia,2
1316,let,ambazonia,1
1317,france,lie,1
1318,france,look,1
1319,france,sleep,1
1320,lie,genocideinsoutherncameroon,1
1321,look,genocideinsoutherncameroon,1
1322,sleep,genocideinsoutherncameroon,1
1323,believe,tweet,1
1324,leave,tweet,1
1325,sadden,believe,1
1326,sadden,leave,1
1327,sadden,thank,1
1328,thank,ambazonia,1
1329,ambazonia,keep,3
1330,ambazonia,regain,1
1331,keep,resistance,1
1332,keep,shot,2
1333,regain,resistance,1
1334,add,people,1
1335,chelseafcinusa,hand,1
1336,chelseafcw,add,1
1337,chelseafcw,chelseafcinusa,1
1338,chelseafcw,kill,1
1339,kill,death,1
1340,bui,t,1
1341,clinton,bui,1
1342,clinton,s,1
1343,clinton,want,1
1344,s,t,1
1345,want,t,1
1346,cameroun,expect,1
1347,cameroun,send,2
1348,expect,40yr,1
1349,send,change,1
1350,send,daughter,1
1351,blame,camerounian,1
1352,blame,journalist,1
1353,cohenonafrica,tiborpnagyjr,1
1354,force,blame,1
1355,force,tell,2
1356,russian,blame,1
1357,tell,camerounian,1
1358,tell,journalist,1
1359,tiborpnagyjr,camerounian,1
1360,amp,say,4
1361,amp,start,1
1362,say,cameroonian,3
1363,say,gabonese,1
1364,start,cameroonian,1
1365,ambazonia,stop,1
1366,stop,occupation,1
1367,choice,defend,1
1368,choice,leave,1
1369,choice,rpg,1
1370,choice,think,1
1371,defend,ambazonia,1
1372,leave,ambazonia,1
1373,rpg,ambazonia,1
1374,think,ambazonia,1
1375,ajenglish,t,1
1376,ambazonia,ajenglish,1
1377,ambazonia,do,2
1378,ambazonia,prove,1
1379,do,t,1
1380,do,terroristgenocidalcameroun,1
1381,prove,t,1
1382,ambazonia,brainwash,1
1383,ambazonia,cameroon,1
1384,ambazonia,stay,1
1385,brainwash,african,1
1386,cameroon,ambazonia,1
1387,cameroon,interest,2
1388,military,cameroon,2
1389,stay,ambazonia,1
1390,cancel,ambazonia,1
1391,cancel,t,1
1392,obama,cancel,2
1393,obama,want,1
1394,want,t,1
1395,remain,genocide,1
1396,ukparliament,remain,1
1397,bcs,make,1
1398,make,arm,1
1399,nigeria,stop,1
1400,stop,iswap,1
1401,push,cameroungoverment,1
1402,swissmediatiom,push,1
1403,freeambazonia,set,3
1404,know,truth,1
1405,sako,know,1
1406,sako,set,1
1407,set,play,1
1408,set,truth,3
1409,cameroun,fail,1
1410,cameroun,feel,1
1411,fail,dialogue,1
1412,feel,dialogue,1
1413,potus,tiborpnagyjr,1
1414,tiborpnagyjr,ambazonia,1
1415,africa,arise,2
1416,arise,generation,2
1417,france,order,2
1418,order,fairness,2
1419,ambazonia,defend,1
1420,ambazonia,want,2
1421,defend,citizen,1
1422,want,cameroon,1
1423,want,citizen,1
1424,covg0virazf1,go,1
1425,covg0virazf1,know,1
1426,covg0virazf1,look,1
1427,france,leave,1
1428,france,look,1
1429,go,ambazonia,1
1430,jeanyvesmorio,throw,1
1431,know,ambazonia,1
1432,leave,ambazonia,1
1433,look,blood,1
1434,look,towel,1
1435,throw,towel,1
1436,accept,ied,1
1437,ambazonia,accept,1
1438,ambazonia,become,3
1439,become,ied,2
1440,become,jail,1
1441,know,country,1
1442,leahhardingaje,know,1
1443,leahhardingaje,want,2
1444,leahhardingaje,world,1
1445,want,movement,2
1446,world,country,1
1447,ambazonia,choose,1
1448,ambazonia,enjoy,2
1449,ambazonia,free,1
1450,ambazonia,keep,1
1451,ambazonia,take,1
1452,choose,cameroon,1
1453,enjoy,cameroon,1
1454,enjoy,money,1
1455,free,pick,1
1456,keep,grave,1
1457,take,grave,1
1458,biafrajust,biafranst,1
1459,strangle,destroy,1
1460,toolbox,biafrajust,1
1461,toolbox,strangle,1
1462,toolbox,warn,2
1463,warn,ambazonia,1
1464,warn,destroy,1
1465,cameroon,government,1
1466,cameroon,soldier,1
1467,shame,cameroon,2
1468,cameroon,ukrainerussianwar,1
1469,ukrainerussianwar,t,1
1470,oduduwa,onemillionmarchinbrussel,1
1471,oduduwa,statedept,1
1472,onemillionmarchinbrussel,freemazinnamdikanunow,1
1473,statedept,cedoziemm,1
1474,johnfisherhrw,need,2
1475,need,endgenocideinsoutherncameroon,1
1476,need,event,1
1477,bless,ambazonia,2
1478,god,bless,2
1479,africa,get,3
1480,get,antonioguterre,1
1481,get,blood,1
1482,get,watching,1
1483,emmanuelmacron,engage,1
1484,emmanuelmacron,limit,1
1485,emmanuelmacron,tiborpnagyjr,1
1486,engage,ambazonia,1
1487,limit,ambazonia,1
1488,tiborpnagyjr,nagy,1
1489,ambazonia,celebrate,1
1490,ambazonia,prevail,2
1491,celebrate,somaliland,1
1492,prevail,somaliland,2
1493,face,law,1
1494,statedept,law,2
1495,swemfa,face,1
1496,swemfa,statedept,2
1497,atp,let,1
1498,atp,make,1
1499,atp,stop,2
1500,let,stop,1
1501,make,stop,1
1502,stop,stop,2
1503,appointee,issue,1
1504,choayaba,warn,1
1505,copt5t4drmwe,warn,1
1506,issue,statement,1
1507,warn,herother,1
1508,warn,statement,1
1509,reveal,endanglophonecrisis,1
1510,tiborpnagyjr,reveal,1
1511,goddessyoruba,onemillionmarchinbrussel,1
1512,onemillionmarchinbrussel,freeambazonia,1
1513,congratulations,get,1
1514,get,determination,1
1515,fight,shoulder,2
1516,inspire,ambazonia,1
1517,lrc,fight,2
1518,lrc,inspire,1
1519,lrc,thank,2
1520,lrc,tremble,1
1521,thank,ambazonia,2
1522,tremble,name,1
1523,repsect,movement,1
1524,repsect,t,2
1525,sir,repsect,3
1526,america,say,1
1527,america,select,1
1528,say,humanity,1
1529,select,care,1
1530,somaliland,tiborpnagyjr,1
1531,tiborpnagyjr,care,1
1532,call,genocide,1
1533,clique,call,1
1534,clique,help,2
1535,help,genocide,2
1536,suppose,war,1
1537,un,suppose,1
1538,cameroun,refuse,3
1539,refuse,separation,3
1540,dionngute,say,1
1541,say,infrastructure,1
1542,amp,put,2
1543,put,conspiracy,1
1544,put,end,1
1545,eu,start,1
1546,eu,take,1
1547,kremlinrussiae,take,1
1548,start,peace,1
1549,take,colony,2
1550,carry,ambazonia,1
1551,carry,investigation,1
1552,leave,ambazonia,1
1553,ochacameroon,carry,2
1554,ochacameroon,leave,1
1555,center,ambazonia,2
1556,france,center,1
1557,france,humiliate,1
1558,humiliate,ambazonia,1
1559,kagame,center,1
1560,kagame,look,3
1561,look,ambazonia,3
1562,demonstrate,ambazonia,1
1563,west,demonstrate,1
1564,africa,tell,1
1565,africa,thank,1
1566,tell,voice,1
1567,thank,voice,1
1568,crisisgroup,matter,1
1569,crisisgroup,reuter,1
1570,matter,ambazonia,1
1571,reuter,bbcnew,1
1572,borisjohnson,kill,1
1573,kill,genocide,1
1574,address,likelihood,1
1575,antonioguterre,stand,1
1576,commonwealthsec,address,1
1577,commonwealthsec,antonioguterre,1
1578,bc,refuse,1
1579,hypocrisy,refuse,1
1580,hypocrisy,want,1
1581,refuse,disdain,1
1582,refuse,genocideinsoutherncameroon,1
1583,want,disdain,1
1584,god,help,2
1585,god,join,1
1586,god,know,1
1587,help,conflict,2
1588,join,conflict,1
1589,know,conflict,1
1590,celebrate,day,1
1591,question,killing,1
1592,unhrc,celebrate,1
1593,unhrc,question,1
1594,condemn,action,1
1595,condemn,genocide,1
1596,end,genocide,1
1597,hrw,condemn,2
1598,hrw,end,1
1599,earn,territorialintegrity,1
1600,govern,ambazonia,1
1601,icrc,earn,1
1602,icrc,govern,1
1603,icrc,statedept,1
1604,statedept,bbcworldservice,1
1605,forget,southerncameroon,2
1606,hear,southerncameroon,1
1607,leahhardingaje,forget,2
1608,leahhardingaje,hear,1
1609,emancipate,persist,1
1610,persist,endanglophonecrisis,1
1611,afcon2021,wait,1
1612,ambazonia,antonioguterre,1
1613,ambazonia,support,1
1614,antonioguterre,jubilate,1
1615,support,jubilate,1
1616,wait,jubilate,1
1617,freemazinnamdikanu,culomaella,1
1618,justice,freemazinnamdikanu,1
1619,clafrancavilla,defeat,1
1620,defeat,ambazonia,1
1621,cameroun,guarantee,4
1622,guarantee,illegitimacy,1
1623,guarantee,zone,3
1624,detachment,own,3
1625,own,debt,2
1626,own,imfnews,1
1627,ambazonia,continue,2
1628,ambazonia,sign,1
1629,britain,continue,1
1630,britain,sell,1
1631,continue,decision,1
1632,continue,monarchy,2
1633,sell,decision,1
1634,sign,decision,1
1635,freeambazonia,stop,1
1636,stop,genocideinsoutherncameroon,1
1637,africa,wish,1
1638,wish,nightmare,1
1639,ambazonia,help,3
1640,ambazonia,welcome,1
1641,help,ambazonia,2
1642,help,freedom,1
1643,welcome,ambazonia,1
1644,20th,fail,1
1645,20th,go,2
1646,fail,genocideinsoutherncameroon,1
1647,go,genocideinsoutherncameroon,1
1648,go,intimation,1
1649,brussels,come,1
1650,come,awareness,3
1651,freebiafra,come,2
1652,freebiafra,retweet,1
1653,retweet,awareness,1
1654,cameroonrepublic,leave,1
1655,cameroonrepublic,see,2
1656,cameroonrepublic,stop,1
1657,leave,southerncameroon,1
1658,see,southerncameroon,2
1659,stop,southerncameroon,1
1660,prevail,ambazonia,1
1661,un,prevail,1
1662,continue,horizon,2
1663,continue,interest,1
1664,nigeria,continue,3
1665,bcos,keep,2
1666,keep,cafonline,1
1667,keep,morning,1
1668,ambaboy,t,1
1669,get,cameroun,1
1670,get,freedom,1
1671,get,t,1
1672,rpg,ambaboy,1
1673,rpg,get,2
1674,uk,get,1
1675,canadacameroon,cover,1
1676,cover,ambazonia,1
1677,au,daghammarskjold,1
1678,au,know,1
1679,au,matter,1
1680,daghammarskjold,truth,1
1681,eu,know,1
1682,kahwalla,warn,1
1683,know,entity,2
1684,matter,truth,1
1685,unsg,warn,1
1686,warn,entity,2
1687,abdulkarimalisc,pick,2
1688,pay,ambazonia,1
1689,pick,africanunion,2
1690,tiborpnagyjr,pay,1
1691,joyannreid,take,1
1692,livebplupdates,read,1
1693,read,conflict,1
1694,take,endgenocideinsoutherncameroon,1
1695,ambazonia,reflect,1
1696,cameroon,reflect,2
1697,reflect,head,1
1698,reflect,nation,2
1699,brainwash,cameroon,1
1700,god,keep,1
1701,keep,ambazonia,1
1702,keep,grave,3
1703,look,grave,1
1704,markbareta,brainwash,1
1705,markbareta,keep,3
1706,markbareta,look,1
1707,juliettem87,let,3
1708,let,atrocity,2
1709,let,hook,1
1710,engage,unity,1
1711,france,engage,1
1712,france,hold,2
1713,hold,cameroon,1
1714,hold,unity,1
1715,ambazonia,guarantee,2
1716,guarantee,nation,2
1717,mittromney,need,1
1718,mittromney,stop,1
1719,need,race,1
1720,stop,cameroon,1
1721,ilariallegro,show,1
1722,show,hypocrite,1
1723,france,play,1
1724,france,thank,1
1725,play,t,1
1726,thank,t,1
1727,choayaba,realipobdo,2
1728,realipobdo,independence,1
1729,realipobdo,wish,1
1730,god,play,1
1731,god,reelect,1
1732,play,war,1
1733,reelect,reason,1
1734,demonstrate,ambazonia,1
1735,west,demonstrate,1
1736,atemoben,rfkhumanright,1
1737,rfkhumanright,coalitionfdn,1
1738,ambazonia,know,1
1739,ambazonia,try,2
1740,cohenonafrica,tiborpnagyjr,1
1741,know,t,1
1742,tiborpnagyjr,t,1
1743,try,franceanduk,1
1744,try,t,1
1745,africans,wake,1
1746,france,mali,1
1747,mali,gold,1
1748,wake,nation,1
1749,antonioguterre,sympathy,1
1750,give,people,1
1751,sink,sympathy,1
1752,territory,antonioguterre,1
1753,territory,give,1
1754,territory,sink,1
1755,territory,turn,1
1756,turn,ambazonia,1
1757,biya,cameroonian,1
1758,biya,think,1
1759,break,colonialism,1
1760,cameroonian,option,1
1761,goal,break,1
1762,goal,think,1
1763,think,colonialism,1
1764,think,option,1
1765,ambazonia,promise,1
1766,ambazonia,reconcile,1
1767,ambazonia,restore,2
1768,ambazonia,take,1
1769,ambazonia,turn,1
1770,promise,reality,1
1771,reconcile,reality,1
1772,restore,reality,2
1773,take,reality,1
1774,turn,reality,1
1775,get,war,1
1776,remember,t,2
1777,ukraine,get,1
1778,ukraine,remember,2
1779,call,video,1
1780,motsepe,call,1
1781,motsepe,take,3
1782,take,video,3
1783,ambazonia,free,1
1784,bleed,oblivion,1
1785,continue,protect,2
1786,free,protect,1
1787,ulkoministerio,bleed,1
1788,ulkoministerio,continue,2
1789,angieda43983974,see,2
1790,angieda43983974,stop,1
1791,angieda43983974,want,2
1792,see,propaganda,2
1793,stop,propaganda,1
1794,want,propaganda,2
1795,imagine,referendum,1
1796,imagine,region,1
1797,un,imagine,2
1798,agbornkonghof,thief,1
1799,ambazonia,agbornkonghof,1
1800,ambazonia,become,1
1801,ambazonia,end,1
1802,ambazonia,fall,1
1803,ambazonia,survive,1
1804,become,money,1
1805,end,money,1
1806,fall,money,1
1807,survive,money,1
1808,anglophone,majeure,2
1809,du,anglophone,2
1810,africans,read,2
1811,africans,take,1
1812,africans,want,1
1813,eliesmith,cameroonian,1
1814,maxbone55,eliesmith,1
1815,read,cameroonian,2
1816,take,cameroonian,1
1817,want,cameroonian,1
1818,appreciate,biafra,3
1819,choayaba,appreciate,2
1820,love,appreciate,1
1821,ambazonia,free,1
1822,ambazonia,murderer,1
1823,free,mother,1
1824,murderer,mother,1
1825,cameroon,fighter,1
1826,cameroon,government,1
1827,shame,cameroon,2
1828,dbahtila,helenasiri2,1
1829,helenasiri2,nalowa1,1
1830,chemin,progre,1
1831,dans,obscur,2
1832,obscur,momentane,1
1833,obscur,progre,1
1834,reste,chemin,1
1835,covg0virazf1,see,1
1836,covg0virazf1,stop,1
1837,see,genocideinsoutherncameroon,1
1838,see,southerncameroon,1
1839,stop,southerncameroon,1
1840,uk,see,1
1841,cameroun,sponsor,4
1842,sponsor,block,2
1843,sponsor,operator,2
1844,adversarie,ambazonia,1
1845,adversarie,independence,1
1846,crush,independence,1
1847,france,adversarie,2
1848,france,crush,1
1849,france,leave,1
1850,france,stand,1
1851,leave,ambazonia,1
1852,stand,independence,1
1853,allow,ambazonia,1
1854,forget,ambazonia,2
1855,forget,war,1
1856,un,allow,1
1857,un,forget,3
1858,kill,military,1
1859,potus,kill,1
1860,potus,stop,3
1861,stop,military,1
1862,stop,t,2
1863,ambazonia,count,1
1864,ambazonia,sponsor,1
1865,count,war,1
1866,sponsor,war,1
1867,ambazonia,forget,1
1868,ambazonia,help,1
1869,forget,war,1
1870,help,war,1
1871,flee,chemist,1
1872,kill,ambazonia,1
1873,see,pacification,2
1874,war,flee,1
1875,war,kill,1
1876,war,see,2
1877,france,let,1
1878,go,ambassador,1
1879,let,ambazonian,1
1880,mali,go,1
1881,mali,want,1
1882,margueritenken,want,1
1883,want,ambassador,2
1884,hrw,report,2
1885,hrw,stop,2
1886,report,genocideinsoutherncameroon,1
1887,report,killing,1
1888,stop,genocideinsoutherncameroon,1
1889,stop,killing,1
1890,see,cameroon,1
1891,un,see,1
1892,go,week,1
1893,man,move,2
1894,man,s,1
1895,move,beggar,2
1896,s,week,1
1897,simonekpa,go,1
1898,answer,announcement,1
1899,cameroun,answer,1
1900,cameroun,remember,3
1901,cameroun,shame,1
1902,remember,announcement,1
1903,remember,sacrifice,2
1904,shame,announcement,1
1905,mimimefoinfo,suspend,1
1906,suspend,genocideinsoutherncameroon,1
1907,god,matter,3
1908,god,watch,2
1909,matter,life,3
1910,watch,genocideinsoutherncameroon,1
1911,watch,life,1
1912,fail,honor,1
1913,tiborpnagyjr,fail,1
1914,britain,remain,2
1915,britain,say,2
1916,britain,speak,2
1917,britain,try,1
1918,remain,t,1
1919,remain,woman,1
1920,say,ambazonia,1
1921,say,t,1
1922,speak,woman,2
1923,try,woman,1
1924,reuter,potus,1
1925,voanews,reuter,1
1926,bishop,get,1
1927,get,releasethem,1
1928,france,show,1
1929,france,visit,1
1930,show,cwjrobert,1
1931,visit,cwjrobert,1
1932,cameroun,cemac,2
1933,cameroun,selve,1
1934,cemac,mankonblock,1
1935,cemac,order,1
1936,selve,order,1
1937,ambazonia,see,1
1938,cohenonafrica,see,1
1939,see,footage,1
1940,see,town,1
1941,almighty,go,1
1942,almighty,require,3
1943,almighty,survive,2
1944,go,war,1
1945,require,accountability,2
1946,require,war,1
1947,survive,accountability,2
1948,communicate,ambazonia,3
1949,dis,communicate,3
1950,ambazonia,prevail,2
1951,ambazonia,rise,1
1952,go,ambazonia,1
1953,justice,go,1
1954,justice,prevail,1
1955,justice,sell,1
1956,prevail,ambazonia,3
1957,rise,ambazonia,1
1958,sell,birth,1
1959,france,sponsor,1
1960,sponsor,noise,1
1961,focus,crisis,1
1962,focus,time,1
1963,ukraine,focus,2
1964,betray,genocideinsoutherncameroon,1
1965,chrisdennysuk,betray,1
1966,hold,ambazonia,2
1967,hold,war,1
1968,nigeria,hold,1
1969,nigeria,see,1
1970,regime,hold,2
1971,see,60th,1
1972,ambassador,ukrainerussianwar,1
1973,ukrainerussianwar,architect,1
1974,aucpap,school,1
1975,take,school,2
1976,task,aucpap,1
1977,task,take,2
1978,tiborpnagyjr,ambazonia,1
1979,usa,tiborpnagyjr,1
1980,usa,wait,1
1981,wait,ambazonia,1
1982,brussels,cofxtqhrurr2,1
1983,brussels,free,1
1984,cofxtqhrurr2,freedom,1
1985,free,freedom,1
1986,kerrykennedyrfk,plead,1
1987,kerrykennedyrfk,rfkhumanright,1
1988,kerrykennedyrfk,see,1
1989,plead,help,1
1990,rfkhumanright,recognition,1
1991,see,evidence,1
1992,ambazonia,free,1
1993,ambazonia,thank,3
1994,free,leader,1
1995,thank,leader,3
1996,cameroon,t,1
1997,ukparliament,cameroon,1
1998,see,hypocrisy,2
1999,tiborpnagyjr,see,2
2000,ambazonia,bewitch,1
2001,bewitch,nation,2
2002,bewitch,t,1
2003,chai,bewitch,2
2004,chai,steal,1
2005,steal,picture,1
2006,african,live,1
2007,african,tiborpnagyjr,1
2008,ignore,standard,1
2009,live,standard,1
2010,russia,ignore,1
2011,tiborpnagyjr,ukunnewyork,1
2012,address,ambazonia,1
2013,africa,address,1
2014,africa,go,2
2015,africa,wonder,1
2016,go,ambazonia,1
2017,go,people,1
2018,wonder,people,1
2019,learn,people,4
2020,lrc,learn,4
2021,emmanuelmacron,let,1
2022,emmanuelmacron,say,1
2023,let,marcellucht,1
2024,say,marcellucht,1
2025,freemazinnamdikanu,t,1
2026,realipobdos,freemazinnamdikanu,1
2027,chicago,go,2
2028,chicago,invite,2
2029,go,bud,2
2030,invite,bud,2
2031,ask,fairness,2
2032,france,ask,1
2033,mfarussia,ask,1
2034,billyb2009,secblinken,1
2035,billyb2009,stop,1
2036,secblinken,bent,1
2037,stop,bent,1
2038,anglophonearmedconflict,shoot,1
2039,eyenga,shoot,1
2040,shoot,division,1
2041,shoot,force,1
2042,go,southerncameroon,3
2043,uk,go,3
2044,ambazonia,go,2
2045,ambazonia,s,2
2046,ambazonia,use,1
2047,ambazonia,want,1
2048,go,decentralization,2
2049,s,decentralization,2
2050,use,decentralization,1
2051,want,decentralization,1
2052,adopt,crypto,1
2053,cemac,adopt,1
2054,cemac,go,2
2055,go,country,1
2056,go,people,1
2057,france,overcome,1
2058,france,think,1
2059,overcome,ground,2
2060,show,system,1
2061,spite,overcome,1
2062,spite,show,1
2063,spite,think,1
2064,think,system,2
2065,biya,target,1
2066,target,killing,1
2067,canada,deliver,3
2068,deliver,cameroun,3
2069,ask,ambazonia,1
2070,france,ask,1
2071,go,genocideinsoutherncameroon,1
2072,let,genocideinsoutherncameroon,2
2073,lrc,go,1
2074,lrc,let,2
2075,lrc,stop,1
2076,stop,genocideinsoutherncameroon,1
2077,irimfaen,send,2
2078,nigeria,send,1
2079,send,effect,3
2080,achieve,peace,2
2081,cnni,achieve,2
2082,co2dmo4pndp3,peace,1
2083,lamora,co2dmo4pndp3,1
2084,accord,t,1
2085,coalitionfdn,t,1
2086,cohenonafrica,accord,1
2087,cohenonafrica,coalitionfdn,1
2088,6yr,truth,1
2089,ambazonia,6yr,1
2090,ambazonia,image,1
2091,bucha,image,1
2092,image,experience,2
2093,come,identity,1
2094,gay,come,1
2095,gay,say,1
2096,kill,identity,1
2097,nigeria,kill,1
2098,say,identity,1
2099,recognize,ambazonia,1
2100,west,recognize,1
2101,actucameroun,recognize,1
2102,actucameroun,stop,1
2103,recognize,ambazonia,1
2104,stop,genocideinsoutherncameroon,1
2105,eu,expect,1
2106,eu,warn,2
2107,expect,ambazonia,2
2108,france,expect,1
2109,warn,ambazonia,2
2110,biya,tell,1
2111,biya,think,1
2112,go,friend,1
2113,lawgo,go,1
2114,tell,friend,1
2115,think,camp,1
2116,break,airport,1
2117,break,t,3
2118,chop,break,4
2119,chop,stay,2
2120,stay,t,2
2121,france,listen,1
2122,listen,bat,1
2123,listen,sister,1
2124,risen,listen,1
2125,risen,speak,1
2126,speak,southerncameroon,1
2127,choayaba,remember,1
2128,remember,t,1
2129,freemazinnamdikanunow,freebiafranow,1
2130,oduduwa,freemazinnamdikanunow,1
2131,oduduwa,onemillionmarchinbrussel,1
2132,onemillionmarchinbrussel,freebiafranow,1
2133,avoid,safety,1
2134,ban,bamendamilitaryairbase,1
2135,ban,base,1
2136,council,avoid,1
2137,council,ban,2
2138,tell,rohingyagenocide,1
2139,thishas,tell,1
2140,kill,sanction,1
2141,potus,kill,1
2142,3rd,gain,1
2143,3rd,report,1
2144,gain,independence,1
2145,report,democracy,1
2146,cameroonrepublic,leave,1
2147,cameroonrepublic,look,4
2148,leave,period,1
2149,look,t,4
2150,secblinken,genocide,1
2151,senateforeign,secblinken,1
2152,ambazonia,free,1
2153,cameroon,governor,1
2154,cameroon,invasion,2
2155,free,invasion,1
2156,province,cameroon,3
2157,anonymous,confess,1
2158,anonymous,deserve,1
2159,confess,cameroon,1
2160,deserve,cameroon,1
2161,echo,pple,1
2162,know,pple,2
2163,mamfe,know,1
2164,military,echo,1
2165,military,know,1
2166,africans,allow,3
2167,allow,ally,3
2168,biafraexit,ally,1
2169,russia,biafraexit,1
2170,continue,offend,1
2171,demand,victim,1
2172,murder,plight,1
2173,senateforeign,continue,1
2174,senateforeign,demand,1
2175,senateforeign,murder,1
2176,crisisgroup,know,4
2177,know,work,4
2178,bruit,le,1
2179,le,region,1
2180,ask,cameroun,2
2181,ask,peace,1
2182,belong,tell,1
2183,cameroun,ask,3
2184,cameroun,belong,1
2185,act,thing,2
2186,ambazonia,fight,1
2187,ambazonia,invest,1
2188,ambazonia,survive,2
2189,au,act,1
2190,eu,act,1
2191,fight,thing,1
2192,invest,ambazonia,1
2193,survive,ambazonia,2
2194,canada,joke,1
2195,fail,6year,1
2196,fail,cohabitation,2
2197,joke,cohabitation,1
2198,lrc,fail,3
2199,chrisguilhou,let,1
2200,come,peace,1
2201,france,know,1
2202,fraucameroun,come,1
2203,fraucameroun,know,3
2204,know,bloodshed,1
2205,know,truth,3
2206,let,peace,1
2207,charter,invade,2
2208,invade,ambazonia,2
2209,ambazonia,freemazinnamdikanunow,1
2210,freemazinnamdikanunow,t,1
2211,ambazonia,tell,1
2212,tell,biafraexit,1
2213,need,ambazonia,1
2214,need,fighter,1
2215,ukraine,need,2
2216,loot,ambazonia,1
2217,repgregorymeek,ambazonia,1
2218,s,ambazonia,2
2219,senateforeign,loot,1
2220,senateforeign,repgregorymeek,1
2221,senateforeign,s,2
2222,atemoben,rfkhumanright,1
2223,atemoben,s,1
2224,rfkhumanright,coalitionfdn,1
2225,s,civilian,1
2226,ambazonia,exist,2
2227,ambazonia,help,1
2228,exist,hand,2
2229,god,neutralize,1
2230,help,hand,1
2231,neutralize,bloodofjesus,1
2232,canadianpm,compare,1
2233,compare,ambazonia,1
2234,compare,community,1
2235,prpaulbiya,compare,1
2236,dangainor,neveragain,1
2237,neveragain,genocide,1
2238,bbcnews,take,1
2239,take,conflict,1
2240,amp,tell,3
2241,tell,area,2
2242,tell,world,1
2243,ambazonia,need,1
2244,need,endanglophonecrisis,1
2245,antonioguterre,t,1
2246,leahhardingaje,antonioguterre,1
2247,leahhardingaje,say,1
2248,say,t,1
